,overall_rating,potential,international_reputation(1-5),value_euro
4946,50,66,1,50000.0
4947,50,66,1,60000.0
4948,50,71,1,60000.0
4949,50,63,1,40000.0
4950,50,66,1,50000.0
4951,50,64,1,50000.0
4952,50,71,1,50000.0
4953,50,65,1,60000.0
4954,50,59,1,30000.0
4955,50,67,1,50000.0
4956,50,69,1,60000.0
4957,50,69,1,60000.0
4958,50,63,1,50000.0
4959,50,65,1,50000.0
4960,50,62,1,50000.0
4961,50,69,1,50000.0
4962,50,61,1,50000.0
4963,50,67,1,50000.0
4964,50,67,1,60000.0
4965,50,61,1,50000.0
4966,50,69,1,60000.0
4967,50,64,1,60000.0
4968,50,65,1,50000.0
4969,50,64,1,60000.0
4970,50,65,1,50000.0
4971,50,58,1,30000.0
4972,50,64,1,70000.0
4973,50,58,1,40000.0
4974,50,66,1,60000.0
4975,50,70,1,50000.0
4976,50,63,1,50000.0
4977,50,59,1,50000.0
4978,50,64,1,60000.0
4979,50,63,1,50000.0
4980,50,51,1,20000.0
4981,50,67,1,50000.0
4982,50,67,1,60000.0
4983,50,68,1,50000.0
4984,50,68,1,50000.0
4985,50,64,1,50000.0
4986,50,70,1,50000.0
4987,50,66,1,60000.0
4988,50,58,1,30000.0
4989,50,66,1,70000.0
4990,50,63,1,50000.0
4991,50,65,1,60000.0
4992,50,57,1,30000.0
4993,50,63,1,50000.0
4994,50,64,1,60000.0
4995,50,61,1,40000.0
4996,50,67,1,60000.0
4997,50,65,1,50000.0
4998,50,55,1,40000.0
4999,50,62,1,50000.0
5000,50,59,1,40000.0
5001,50,58,1,40000.0
5002,50,59,1,50000.0
5003,50,59,1,40000.0
5004,50,66,1,60000.0
5005,50,73,1,70000.0
5006,50,54,1,30000.0
5007,50,50,1,20000.0
5008,50,66,1,60000.0
5009,50,73,1,60000.0
5010,50,61,1,40000.0
5011,50,67,1,50000.0
5012,50,61,1,50000.0
5013,50,56,1,40000.0
5014,51,60,1,60000.0
5015,51,63,1,60000.0
5016,51,62,1,50000.0
5017,51,69,1,70000.0
5018,51,68,1,60000.0
5019,51,67,1,80000.0
5020,51,66,1,70000.0
5021,51,68,1,70000.0
5022,51,71,1,70000.0
5023,51,67,1,80000.0
5024,51,63,1,60000.0
5025,51,73,1,80000.0
5026,51,66,1,70000.0
5027,51,73,1,80000.0
5028,51,69,1,60000.0
5029,51,70,1,60000.0
5030,51,59,1,50000.0
5031,51,62,1,60000.0
5032,51,51,1,40000.0
5033,51,63,1,50000.0
5034,51,63,1,50000.0
5035,51,54,1,40000.0
5036,51,68,1,70000.0
5037,51,61,1,40000.0
5038,51,72,1,80000.0
5039,51,62,1,50000.0
5040,51,60,1,60000.0
5041,51,71,1,80000.0
5042,51,64,1,60000.0
5043,51,66,1,70000.0
5044,51,71,1,70000.0
5045,51,59,1,50000.0
5046,51,65,1,70000.0
5047,51,73,1,80000.0
5048,51,65,1,70000.0
5049,51,76,1,80000.0
5050,51,60,1,40000.0
5051,51,69,1,80000.0
5052,51,70,1,80000.0
5053,51,71,1,70000.0
5054,51,59,1,50000.0
5055,51,64,1,70000.0
5056,51,58,1,50000.0
5057,51,63,1,70000.0
5058,51,69,1,70000.0
5059,51,65,1,80000.0
5060,51,65,1,70000.0
5061,51,66,1,70000.0
5062,51,64,1,70000.0
5063,51,69,1,60000.0
5064,51,69,1,80000.0
5065,51,66,1,60000.0
5066,51,64,1,70000.0
5067,51,67,1,80000.0
5068,51,68,1,70000.0
5069,51,71,1,80000.0
5070,51,60,1,60000.0
5071,51,66,1,70000.0
5072,51,58,1,50000.0
5073,51,61,1,60000.0
5074,51,65,1,80000.0
5075,51,65,1,80000.0
5076,51,69,1,80000.0
5077,51,68,1,70000.0
5078,51,68,1,70000.0
5079,51,60,1,60000.0
5080,51,67,1,80000.0
5081,51,71,1,70000.0
5082,51,65,1,60000.0
5083,51,59,1,50000.0
5084,51,61,1,60000.0
5085,51,60,1,50000.0
5086,51,61,1,50000.0
5087,51,61,1,40000.0
5088,51,71,1,70000.0
5089,51,61,1,60000.0
5090,51,60,1,40000.0
5091,51,67,1,70000.0
5092,51,71,1,80000.0
5093,51,64,1,70000.0
5094,51,68,1,60000.0
5095,51,75,1,70000.0
5096,51,74,1,70000.0
5097,51,63,1,60000.0
5098,51,66,1,70000.0
5099,51,63,1,50000.0
5100,51,66,1,70000.0
5101,51,67,1,70000.0
5102,52,76,1,110000.0
5103,52,73,1,110000.0
5104,52,70,1,80000.0
5105,52,57,1,70000.0
5106,52,72,1,80000.0
5107,52,66,1,80000.0
5108,52,60,1,60000.0
5109,52,72,1,100000.0
5110,52,68,1,100000.0
5111,52,52,1,30000.0
5112,52,69,1,100000.0
5113,52,61,1,70000.0
5114,52,63,1,70000.0
5115,52,69,1,100000.0
5116,52,64,1,80000.0
5117,52,63,1,60000.0
5118,52,68,1,90000.0
5119,52,69,1,90000.0
5120,52,52,1,40000.0
5121,52,56,1,60000.0
5122,52,52,1,40000.0
5123,52,66,1,110000.0
5124,52,57,1,70000.0
5125,52,65,1,80000.0
5126,52,63,1,70000.0
5127,52,64,1,90000.0
5128,52,57,1,70000.0
5129,52,66,1,110000.0
5130,52,69,1,100000.0
5131,52,70,1,90000.0
5132,52,66,1,90000.0
5133,52,61,1,70000.0
5134,52,67,1,110000.0
5135,52,72,1,90000.0
5136,52,65,1,100000.0
5137,52,64,1,90000.0
5138,52,58,1,70000.0
5139,52,60,1,70000.0
5140,52,68,1,100000.0
5141,52,52,1,10000.0
5142,52,71,1,90000.0
5143,52,60,1,70000.0
5145,52,68,1,100000.0
5146,52,61,1,70000.0
5147,52,71,1,90000.0
5148,52,57,1,50000.0
5149,52,60,1,60000.0
5150,52,67,1,90000.0
5151,52,70,1,100000.0
5152,52,63,1,70000.0
5153,52,72,1,90000.0
5154,52,67,1,90000.0
5155,52,62,1,60000.0
5156,52,59,1,70000.0
5157,52,58,1,50000.0
5158,52,64,1,80000.0
5159,52,63,1,70000.0
5160,52,65,1,90000.0
5161,52,68,1,110000.0
5162,52,69,1,80000.0
5163,52,71,1,100000.0
5164,52,66,1,90000.0
5165,52,60,1,60000.0
5166,52,62,1,60000.0
5167,52,65,1,100000.0
5168,52,65,1,80000.0
5169,52,61,1,80000.0
5170,52,68,1,110000.0
5171,52,71,1,100000.0
5172,52,64,1,90000.0
5173,52,66,1,90000.0
5174,52,66,1,100000.0
5175,52,58,1,50000.0
5176,52,68,1,80000.0
5177,52,69,1,90000.0
5178,52,64,1,80000.0
5179,52,72,1,100000.0
5180,52,66,1,110000.0
5181,52,68,1,110000.0
5182,52,70,1,90000.0
5183,52,60,1,60000.0
5184,52,66,1,110000.0
5185,52,74,1,110000.0
5186,52,67,1,100000.0
5187,52,70,1,100000.0
5188,52,61,1,80000.0
5189,52,67,1,110000.0
5190,52,62,1,60000.0
5191,52,68,1,100000.0
5192,52,61,1,60000.0
5193,52,73,1,110000.0
5194,52,66,1,100000.0
5195,52,61,1,70000.0
5196,52,66,1,110000.0
5197,52,52,1,40000.0
5198,52,60,1,70000.0
5199,52,69,1,100000.0
5200,52,66,1,100000.0
5202,52,64,1,70000.0
5203,52,60,1,70000.0
5204,52,76,1,90000.0
5205,52,65,1,80000.0
5206,52,60,1,60000.0
5207,52,62,1,60000.0
5208,52,67,1,100000.0
5209,52,60,1,70000.0
5210,52,52,1,40000.0
5211,52,74,1,90000.0
5212,52,74,1,100000.0
5213,52,52,1,40000.0
5214,52,68,1,100000.0
5215,52,62,1,80000.0
5216,52,64,1,80000.0
5217,52,70,1,100000.0
5218,52,65,1,80000.0
5219,52,62,1,70000.0
5220,52,60,1,60000.0
5221,52,61,1,80000.0
5222,52,60,1,60000.0
5223,52,62,1,80000.0
5224,53,64,1,100000.0
5225,53,70,1,120000.0
5227,53,71,1,130000.0
5228,53,71,1,100000.0
5229,53,62,1,90000.0
5230,53,68,1,110000.0
5231,53,59,1,60000.0
5232,53,68,1,110000.0
5233,53,63,1,100000.0
5234,53,61,1,80000.0
5235,53,61,1,70000.0
5236,53,53,1,10000.0
5237,53,68,1,110000.0
5238,53,69,1,130000.0
5239,53,70,1,120000.0
5240,53,72,1,120000.0
5241,53,63,1,70000.0
5242,53,62,1,90000.0
5243,53,58,1,70000.0
5244,53,66,1,110000.0
5245,53,73,1,120000.0
5246,53,70,1,110000.0
5247,53,63,1,80000.0
5248,53,68,1,120000.0
5249,53,72,1,110000.0
5250,53,67,1,120000.0
5251,53,67,1,110000.0
5252,53,59,1,80000.0
5253,53,74,1,110000.0
5254,53,66,1,90000.0
5255,53,71,1,120000.0
5256,53,75,1,120000.0
5257,53,73,1,110000.0
5258,53,67,1,100000.0
5259,53,70,1,120000.0
5260,53,64,1,100000.0
5261,53,64,1,80000.0
5262,53,66,1,90000.0
5263,53,62,1,70000.0
5264,53,66,1,110000.0
5265,53,60,1,80000.0
5266,53,72,1,110000.0
5267,53,58,1,60000.0
5268,53,72,1,110000.0
5269,53,60,1,80000.0
5270,53,63,1,80000.0
5271,53,62,1,90000.0
5272,53,67,1,130000.0
5273,53,62,1,80000.0
5274,53,65,1,80000.0
5275,53,63,1,70000.0
5276,53,67,1,130000.0
5277,53,57,1,60000.0
5278,53,59,1,80000.0
5279,53,62,1,80000.0
5280,53,65,1,110000.0
5281,53,60,1,90000.0
5282,53,71,1,110000.0
5283,53,75,1,130000.0
5284,53,71,1,100000.0
5285,53,67,1,110000.0
5286,53,68,1,110000.0
5287,53,63,1,70000.0
5288,53,71,1,120000.0
5289,53,64,1,90000.0
5290,53,58,1,60000.0
5291,53,56,1,60000.0
5292,53,61,1,70000.0
5293,53,60,1,60000.0
5294,53,69,1,120000.0
5295,53,69,1,100000.0
5296,53,71,1,120000.0
5297,53,63,1,80000.0
5298,53,53,1,50000.0
5299,53,69,1,120000.0
5300,53,73,1,110000.0
5301,53,63,1,70000.0
5302,53,74,1,130000.0
5303,53,66,1,110000.0
5304,53,67,1,130000.0
5305,53,67,1,100000.0
5306,53,72,1,120000.0
5307,53,63,1,100000.0
5308,53,70,1,110000.0
5309,53,64,1,100000.0
5310,53,66,1,110000.0
5311,53,67,1,110000.0
5312,53,70,1,130000.0
5313,53,59,1,70000.0
5314,53,62,1,90000.0
5315,53,62,1,90000.0
5316,53,63,1,70000.0
5317,53,62,1,90000.0
5318,53,62,1,90000.0
5319,53,70,1,130000.0
5320,53,64,1,100000.0
5321,53,71,1,120000.0
5322,53,67,1,100000.0
5323,53,68,1,100000.0
5324,53,72,1,120000.0
5325,53,64,1,90000.0
5326,53,69,1,110000.0
5327,53,71,1,120000.0
5328,53,68,1,130000.0
5329,53,74,1,120000.0
5330,53,62,1,90000.0
5331,53,72,1,120000.0
5332,53,71,1,120000.0
5333,53,72,1,100000.0
5334,53,67,1,120000.0
5335,53,68,1,100000.0
5336,53,62,1,90000.0
5337,53,66,1,110000.0
5338,53,65,1,100000.0
5339,53,65,1,70000.0
5340,53,72,1,120000.0
5341,53,63,1,80000.0
5342,53,64,1,90000.0
5343,53,63,1,100000.0
5344,53,66,1,100000.0
5345,53,77,1,110000.0
5346,53,74,1,110000.0
5347,53,59,1,70000.0
5348,53,70,1,130000.0
5349,53,71,1,110000.0
5350,53,65,1,100000.0
5351,53,65,1,80000.0
5352,53,66,1,110000.0
5353,53,62,1,90000.0
5354,53,68,1,130000.0
5355,53,65,1,90000.0
5356,53,71,1,120000.0
5357,53,67,1,110000.0
5358,53,54,1,60000.0
5359,53,65,1,80000.0
5360,53,67,1,130000.0
5361,53,60,1,80000.0
5362,53,56,1,50000.0
5363,53,70,1,100000.0
5364,53,65,1,100000.0
5365,53,55,1,50000.0
5366,53,63,1,100000.0
5367,53,66,1,100000.0
5368,53,66,1,110000.0
5369,53,72,1,120000.0
5370,53,73,1,120000.0
5371,53,68,1,130000.0
5372,53,69,1,130000.0
5373,53,61,1,70000.0
5374,53,68,1,110000.0
5375,53,67,1,120000.0
5376,53,70,1,110000.0
5378,53,72,1,120000.0
5379,53,68,1,130000.0
5381,53,70,1,110000.0
5382,53,69,1,110000.0
5383,53,69,1,120000.0
5384,54,66,1,110000.0
5385,54,62,1,70000.0
5386,54,66,1,110000.0
5387,54,66,1,110000.0
5388,54,58,1,90000.0
5389,54,62,1,70000.0
5390,54,68,1,130000.0
5391,54,71,1,130000.0
5392,54,72,1,130000.0
5393,54,70,1,150000.0
5394,54,70,1,130000.0
5395,54,71,1,130000.0
5396,54,67,1,110000.0
5397,54,57,1,90000.0
5398,54,66,1,120000.0
5399,54,68,1,140000.0
5400,54,71,1,140000.0
5401,54,68,1,140000.0
5402,54,54,1,70000.0
5403,54,71,1,130000.0
5404,54,54,1,70000.0
5405,54,72,1,130000.0
5406,54,67,1,130000.0
5407,54,68,1,140000.0
5408,54,68,1,130000.0
5409,54,67,1,120000.0
5410,54,69,1,140000.0
5411,54,68,1,120000.0
5412,54,74,1,130000.0
5413,54,65,1,100000.0
5414,54,72,1,130000.0
5415,54,76,1,130000.0
5416,54,69,1,140000.0
5417,54,66,1,100000.0
5418,54,68,1,110000.0
5419,54,76,1,130000.0
5420,54,63,1,110000.0
5421,54,67,1,130000.0
5422,54,64,1,90000.0
5423,54,69,1,140000.0
5424,54,72,1,120000.0
5425,54,66,1,120000.0
5426,54,62,1,100000.0
5427,54,74,1,110000.0
5428,54,63,1,90000.0
5429,54,54,2,20000.0
5430,54,64,1,90000.0
5431,54,68,1,120000.0
5432,54,72,1,140000.0
5433,54,80,1,150000.0
5434,54,69,1,140000.0
5435,54,61,1,80000.0
5436,54,60,1,90000.0
5437,54,65,1,120000.0
5438,54,66,1,90000.0
5439,54,70,1,140000.0
5440,54,73,1,140000.0
5441,54,72,1,140000.0
5442,54,67,1,110000.0
5443,54,68,1,120000.0
5444,54,67,1,90000.0
5445,54,69,1,140000.0
5446,54,66,1,110000.0
5447,54,64,1,110000.0
5448,54,63,1,110000.0
5449,54,62,1,100000.0
5450,54,68,1,140000.0
5451,54,74,1,130000.0
5452,54,66,1,120000.0
5453,54,68,1,120000.0
5454,54,72,1,140000.0
5455,54,64,1,110000.0
5456,54,61,1,80000.0
5457,54,68,1,150000.0
5458,54,63,1,90000.0
5459,54,69,1,130000.0
5460,54,67,1,110000.0
5461,54,75,1,150000.0
5462,54,66,1,120000.0
5463,54,74,1,120000.0
5464,54,72,1,140000.0
5465,54,71,1,140000.0
5466,54,66,1,90000.0
5467,54,74,1,110000.0
5468,54,73,1,120000.0
5469,54,71,1,110000.0
5470,54,68,1,130000.0
5471,54,62,1,100000.0
5472,54,70,1,130000.0
5473,54,66,1,110000.0
5474,54,62,1,100000.0
5475,54,62,1,100000.0
5476,54,72,1,130000.0
5477,54,64,1,100000.0
5478,54,59,1,70000.0
5479,54,74,1,130000.0
5480,54,65,1,120000.0
5481,54,62,1,80000.0
5482,54,64,1,110000.0
5483,54,77,1,120000.0
5484,54,68,1,130000.0
5485,54,71,1,110000.0
5486,54,67,1,120000.0
5487,54,60,1,90000.0
5488,54,63,1,110000.0
5489,54,69,1,120000.0
5490,54,60,1,70000.0
5491,54,62,1,80000.0
5492,54,66,1,110000.0
5493,54,64,1,100000.0
5494,54,61,1,100000.0
5495,54,66,1,110000.0
5496,54,66,1,120000.0
5497,54,76,1,150000.0
5498,54,76,1,150000.0
5499,54,76,1,150000.0
5500,54,70,1,130000.0
5501,54,62,1,70000.0
5502,54,70,1,130000.0
5503,54,71,1,150000.0
5504,54,63,1,110000.0
5505,54,73,1,140000.0
5506,54,73,1,120000.0
5507,54,70,1,130000.0
5508,54,63,1,90000.0
5509,54,62,1,100000.0
5510,54,58,1,70000.0
5511,54,64,1,110000.0
5512,54,71,1,130000.0
5513,54,77,1,150000.0
5514,54,67,1,130000.0
5515,54,71,1,150000.0
5516,54,75,1,150000.0
5517,54,69,1,130000.0
5518,54,69,1,120000.0
5519,54,68,1,130000.0
5520,54,60,1,80000.0
5521,54,60,1,70000.0
5522,54,68,1,150000.0
5523,54,54,1,20000.0
5524,54,61,1,70000.0
5526,54,70,1,130000.0
5527,54,70,1,140000.0
5528,54,64,1,90000.0
5529,54,64,1,100000.0
5530,54,67,1,130000.0
5531,54,74,1,120000.0
5532,54,72,1,130000.0
5533,54,68,1,130000.0
5534,54,72,1,130000.0
5535,54,73,1,140000.0
5536,54,63,1,100000.0
5537,54,77,1,150000.0
5538,54,70,1,140000.0
5539,54,64,1,100000.0
5540,54,65,1,110000.0
5541,54,71,1,130000.0
5542,54,61,1,80000.0
5543,54,68,1,150000.0
5544,54,64,1,110000.0
5545,54,64,1,90000.0
5546,54,65,1,90000.0
5547,54,68,1,150000.0
5548,54,63,1,90000.0
5549,54,67,1,130000.0
5550,54,64,1,100000.0
5551,54,60,1,90000.0
5552,54,69,1,150000.0
5553,54,61,1,80000.0
5554,54,65,1,120000.0
5555,54,69,1,130000.0
5556,54,70,1,150000.0
5557,54,61,1,90000.0
5558,54,65,1,110000.0
5559,54,65,1,90000.0
5560,54,74,1,110000.0
5561,54,67,1,110000.0
5562,54,68,1,130000.0
5563,54,71,1,130000.0
5564,54,64,1,90000.0
5565,54,66,1,100000.0
5566,54,75,1,150000.0
5567,54,68,1,150000.0
5568,54,74,1,140000.0
5569,54,68,1,130000.0
5570,54,74,1,110000.0
5571,54,60,1,90000.0
5572,54,64,1,90000.0
5573,55,67,1,150000.0
5574,55,66,1,150000.0
5575,55,65,1,140000.0
5576,55,67,1,130000.0
5577,55,65,1,140000.0
5578,55,69,1,180000.0
5579,55,69,1,190000.0
5580,55,67,1,120000.0
5581,55,65,1,130000.0
5582,55,70,1,180000.0
5583,55,66,1,130000.0
5584,55,72,1,170000.0
5585,55,55,1,80000.0
5586,55,67,1,160000.0
5587,55,62,1,100000.0
5588,55,57,1,110000.0
5589,55,58,1,110000.0
5590,55,58,1,80000.0
5591,55,77,1,180000.0
5592,55,71,1,190000.0
5593,55,56,1,70000.0
5594,55,70,1,160000.0
5595,55,67,1,140000.0
5596,55,61,1,100000.0
5597,55,59,1,100000.0
5598,55,55,1,90000.0
5599,55,57,1,90000.0
5600,55,68,1,160000.0
5601,55,70,1,170000.0
5602,55,68,1,170000.0
5603,55,67,1,130000.0
5604,55,73,1,180000.0
5605,55,64,1,120000.0
5606,55,75,1,180000.0
5607,55,65,1,140000.0
5608,55,73,1,170000.0
5609,55,62,1,100000.0
5610,55,63,1,110000.0
5611,55,76,1,160000.0
5612,55,61,1,100000.0
5613,55,71,1,160000.0
5614,55,66,1,120000.0
5615,55,66,1,130000.0
5616,55,61,1,120000.0
5617,55,69,1,160000.0
5618,55,73,1,140000.0
5619,55,74,1,180000.0
5620,55,62,1,100000.0
5621,55,61,1,120000.0
5622,55,60,1,100000.0
5623,55,70,1,190000.0
5624,55,61,1,90000.0
5625,55,55,1,70000.0
5626,55,55,1,70000.0
5627,55,68,1,150000.0
5628,55,65,1,110000.0
5629,55,69,1,170000.0
5630,55,67,1,140000.0
5631,55,72,1,180000.0
5632,55,70,1,160000.0
5633,55,63,1,130000.0
5635,55,68,1,140000.0
5636,55,74,1,180000.0
5637,55,78,1,190000.0
5638,55,69,1,180000.0
5639,55,60,1,80000.0
5640,55,65,1,120000.0
5641,55,72,1,160000.0
5642,55,71,1,150000.0
5643,55,55,1,90000.0
5644,55,68,1,160000.0
5645,55,61,1,120000.0
5646,55,63,1,110000.0
5647,55,70,1,180000.0
5648,55,66,1,110000.0
5649,55,68,1,150000.0
5650,55,70,1,160000.0
5651,55,65,1,120000.0
5652,55,76,1,190000.0
5653,55,71,1,170000.0
5654,55,67,1,130000.0
5655,55,80,1,190000.0
5656,55,60,1,90000.0
5657,55,62,1,120000.0
5658,55,72,1,180000.0
5659,55,68,1,170000.0
5660,55,69,1,190000.0
5661,55,67,1,120000.0
5662,55,65,1,110000.0
5663,55,70,1,190000.0
5664,55,65,1,140000.0
5665,55,64,1,120000.0
5666,55,74,1,180000.0
5667,55,65,1,110000.0
5668,55,67,1,130000.0
5669,55,70,1,170000.0
5670,55,66,1,150000.0
5671,55,59,1,110000.0
5672,55,56,1,70000.0
5673,55,74,1,160000.0
5674,55,72,1,190000.0
5675,55,72,1,190000.0
5676,55,68,1,130000.0
5677,55,67,1,160000.0
5678,55,61,1,120000.0
5679,55,61,1,90000.0
5680,55,64,1,130000.0
5681,55,63,1,100000.0
5682,55,65,1,140000.0
5683,55,67,1,120000.0
5684,55,68,1,160000.0
5685,55,71,1,180000.0
5686,55,63,1,110000.0
5687,55,68,1,130000.0
5689,55,71,1,190000.0
5690,55,57,1,110000.0
5691,55,55,1,30000.0
5692,55,68,1,150000.0
5693,55,55,1,70000.0
5694,55,55,1,70000.0
5695,55,69,1,190000.0
5696,55,73,1,160000.0
5697,55,77,1,180000.0
5698,55,74,1,180000.0
5699,55,58,1,90000.0
5700,55,65,1,130000.0
5701,55,70,1,160000.0
5702,55,55,1,70000.0
5703,55,73,1,160000.0
5704,55,72,1,180000.0
5705,55,73,1,190000.0
5706,55,64,1,140000.0
5707,55,61,1,120000.0
5708,55,55,1,70000.0
5709,55,63,1,110000.0
5710,55,73,1,170000.0
5711,55,65,1,140000.0
5712,55,62,1,100000.0
5713,55,70,1,180000.0
5714,55,69,1,190000.0
5715,55,63,1,100000.0
5716,55,65,1,140000.0
5717,55,67,1,160000.0
5718,55,70,1,190000.0
5719,55,71,1,190000.0
5720,55,71,1,160000.0
5721,55,65,1,120000.0
5722,55,72,1,160000.0
5723,55,69,1,140000.0
5724,55,58,1,110000.0
5725,55,66,1,150000.0
5726,55,71,1,150000.0
5727,55,61,1,120000.0
5728,55,62,1,90000.0
5729,55,63,1,110000.0
5730,55,65,1,140000.0
5731,55,55,1,60000.0
5732,55,72,1,180000.0
5733,55,70,1,180000.0
5734,55,57,1,110000.0
5735,55,57,1,90000.0
5736,55,68,1,130000.0
5737,55,67,1,150000.0
5738,55,62,1,90000.0
5739,55,71,1,180000.0
5740,55,66,1,140000.0
5741,55,68,1,130000.0
5742,55,68,1,140000.0
5743,55,74,1,180000.0
5744,55,63,1,130000.0
5745,55,57,1,70000.0
5746,55,55,1,70000.0
5747,55,73,1,180000.0
5748,55,70,1,160000.0
5749,55,61,1,90000.0
5750,55,64,1,110000.0
5751,55,65,1,140000.0
5752,55,55,1,50000.0
5753,55,63,1,110000.0
5754,55,58,1,80000.0
5755,55,73,1,160000.0
5756,55,65,1,140000.0
5757,55,65,1,110000.0
5758,55,62,1,90000.0
5759,55,69,1,180000.0
5760,55,67,1,160000.0
5761,55,71,1,190000.0
5762,55,69,1,180000.0
5763,55,66,1,130000.0
5764,55,62,1,110000.0
5765,55,72,1,190000.0
5766,55,72,1,180000.0
5767,55,67,1,150000.0
5768,56,68,1,140000.0
5769,56,70,1,160000.0
5770,56,68,1,150000.0
5771,56,78,1,200000.0
5772,56,61,1,90000.0
5773,56,63,1,110000.0
5774,56,56,1,70000.0
5776,56,61,1,120000.0
5777,56,71,1,160000.0
5778,56,72,1,180000.0
5779,56,71,1,180000.0
5780,56,72,1,180000.0
5781,56,74,1,170000.0
5782,56,66,1,130000.0
5783,56,63,1,130000.0
5784,56,70,1,170000.0
5785,56,58,1,110000.0
5786,56,56,1,90000.0
5787,56,74,1,180000.0
5788,56,69,1,150000.0
5789,56,66,1,130000.0
5790,56,71,1,190000.0
5791,56,64,1,130000.0
5792,56,64,1,100000.0
5793,56,65,1,120000.0
5794,56,64,1,130000.0
5795,56,68,1,140000.0
5796,56,65,1,120000.0
5797,56,66,1,140000.0
5798,56,63,1,110000.0
5799,56,67,1,120000.0
5800,56,66,1,140000.0
5801,56,66,1,150000.0
5802,56,67,1,120000.0
5803,56,80,1,160000.0
5804,56,67,1,150000.0
5805,56,69,1,170000.0
5806,56,66,1,150000.0
5807,56,68,1,160000.0
5808,56,69,1,160000.0
5809,56,67,1,150000.0
5810,56,67,1,160000.0
5812,56,69,1,170000.0
5813,56,56,1,10000.0
5814,56,69,1,160000.0
5815,56,76,1,150000.0
5816,56,69,1,140000.0
5817,56,70,1,200000.0
5818,56,67,1,120000.0
5819,56,68,1,140000.0
5820,56,72,1,170000.0
5821,56,65,1,120000.0
5822,56,67,1,150000.0
5823,56,65,1,120000.0
5824,56,59,1,90000.0
5825,56,61,1,90000.0
5826,56,68,1,160000.0
5827,56,74,1,160000.0
5828,56,67,1,160000.0
5829,56,65,1,140000.0
5830,56,63,1,130000.0
5831,56,73,1,180000.0
5832,56,59,1,80000.0
5833,56,62,1,110000.0
5834,56,72,1,170000.0
5835,56,70,1,200000.0
5836,56,65,1,120000.0
5837,56,70,1,180000.0
5838,56,56,1,10000.0
5839,56,73,1,190000.0
5840,56,65,1,140000.0
5841,56,63,1,90000.0
5842,56,56,1,10000.0
5843,56,70,1,200000.0
5844,56,65,1,120000.0
5845,56,73,1,170000.0
5846,56,65,1,120000.0
5847,56,68,1,140000.0
5848,56,78,1,180000.0
5849,56,68,1,140000.0
5850,56,62,1,100000.0
5851,56,68,1,150000.0
5852,56,60,1,120000.0
5853,56,76,1,170000.0
5854,56,59,1,80000.0
5855,56,78,1,200000.0
5856,56,70,1,170000.0
5857,56,62,1,110000.0
5858,56,60,1,100000.0
5859,56,73,1,190000.0
5860,56,70,1,190000.0
5861,56,68,1,150000.0
5862,56,75,1,190000.0
5863,56,63,1,110000.0
5864,56,66,1,140000.0
5865,56,68,1,130000.0
5866,56,65,1,120000.0
5867,56,70,1,170000.0
5868,56,65,1,120000.0
5869,56,61,1,100000.0
5870,56,66,1,130000.0
5871,56,74,1,170000.0
5872,56,65,1,120000.0
5873,56,69,1,170000.0
5874,56,67,1,140000.0
5875,56,64,1,100000.0
5876,56,65,1,120000.0
5877,56,70,1,180000.0
5878,56,69,1,170000.0
5879,56,65,1,140000.0
5880,56,61,1,120000.0
5881,56,61,1,90000.0
5882,56,67,1,130000.0
5883,56,63,1,90000.0
5884,56,61,1,120000.0
5885,56,70,1,180000.0
5886,56,72,1,180000.0
5887,56,66,1,110000.0
5888,56,72,1,190000.0
5889,56,65,1,110000.0
5890,56,62,1,130000.0
5891,56,70,1,170000.0
5892,56,73,1,190000.0
5893,56,63,1,110000.0
5894,56,71,1,160000.0
5895,56,70,1,180000.0
5896,56,70,1,190000.0
5897,56,64,1,130000.0
5898,56,68,1,160000.0
5899,56,76,1,190000.0
5900,56,63,1,90000.0
5901,56,70,1,180000.0
5902,56,76,1,190000.0
5903,56,62,1,130000.0
5904,56,77,1,180000.0
5905,56,64,1,130000.0
5906,56,71,1,180000.0
5907,56,73,1,190000.0
5908,56,64,1,130000.0
5909,56,70,1,180000.0
5910,56,66,1,150000.0
5911,56,74,1,190000.0
5912,56,66,1,110000.0
5913,56,74,1,150000.0
5914,56,76,1,180000.0
5915,56,71,1,200000.0
5916,56,69,1,150000.0
5917,56,68,1,130000.0
5918,56,74,1,150000.0
5919,56,79,1,160000.0
5920,56,64,1,140000.0
5921,56,62,1,90000.0
5922,56,72,1,170000.0
5923,56,64,1,110000.0
5924,56,72,1,190000.0
5925,56,65,1,140000.0
5926,56,71,1,180000.0
5927,56,63,1,130000.0
5928,56,62,1,130000.0
5930,56,74,1,150000.0
5931,56,65,1,110000.0
5932,56,70,1,200000.0
5933,56,62,1,120000.0
5934,56,70,1,170000.0
5935,56,72,1,180000.0
5936,56,59,1,90000.0
5937,56,56,1,60000.0
5938,56,64,1,130000.0
5939,56,65,1,140000.0
5940,56,68,1,130000.0
5941,56,59,1,110000.0
5942,56,63,1,90000.0
5943,56,77,1,200000.0
5944,56,70,1,190000.0
5945,56,66,1,130000.0
5946,56,65,1,140000.0
5947,56,72,1,160000.0
5948,56,65,1,120000.0
5949,56,65,1,120000.0
5950,56,62,1,110000.0
5951,56,66,1,130000.0
5952,56,62,1,120000.0
5953,56,76,1,180000.0
5954,56,66,1,120000.0
